latitude,subregion_aemet,altitude,site,name,synindic,longitude,district,city,subregion,region
43.13583333333333,NAVARRA,183,1002Y,"BAZTAN, IRURITA ",08030,-1.5430555555555554,,Baztan,Navarra,Comunidad Foral de Navarra
42.339444444444446,OURENSE,840,1631E,A POBRA DE TRIVES,08051,-7.2825,,A Pobra de Trives,Ourense,Galicia
42.421388888888885,OURENSE,400,1700X,O CARBALLIÑO,08047,-8.092500000000001,O Carballiño,O Carballiño,Ourense,Galicia
42.33222222222223,OURENSE,148,1690B,"OURENSE,INSTITUTO",,-7.864444444444444,Ourense,Ourense,Ourense,Galicia
42.32527777777778,OURENSE,143,1690A,OURENSE,08048,-7.859722222222222,Ourense,Ourense,Ourense,Galicia
42.07916666666667,OURENSE,616,1735X,XINZO DE LIMIA,08050,-7.733611111111111,,Xinzo de Limia,Ourense,Galicia
42.43055555555555,PONTEVEDRA,19,1484,"PONTEVEDRA, INSTITUTO",,-8.647222222222222,Pontevedra,Pontevedra,Pontevedra,Galicia
42.43833333333333,PONTEVEDRA,108,1484C,PONTEVEDRA,08044,-8.615833333333333,,Pontevedra,Pontevedra,Galicia
42.23861111111111,PONTEVEDRA,261,1495,VIGO AEROPUERTO,08045,-8.623888888888889,,Redondela,Pontevedra,Galicia
40.656666666666666,AVILA,1143,2444C,"ÁVILA, AYUNTAMIENTO",,-4.700277777777778,Ávila,Ávila,Ávila,Castilla y León
40.659166666666664,AVILA,1130,2444,ÁVILA,08210,-4.680000000000001,Ávila,Ávila,Ávila,Castilla y León
40.35055555555556,AVILA,1525,2811A,NAVARREDONDA DE GREDOS,08206,-5.143055555555556,,Navarredonda de Gredos,Ávila,Castilla y León
41.66583333333333,BURGOS,790,2117D,ARANDA DE DUERO,08144,-3.742777777777778,Aranda de Duero,Aranda de Duero,Burgos,Castilla y León
42.356944444444444,BURGOS,891,2331,BURGOS AEROPUERTO,08075,-3.620277777777778,,Burgos,Burgos,Castilla y León
41.959722222222226,BURGOS,1080,2298,PALACIOS DE LA SIERRA,08149,-3.131666666666667,,Palacios de la Sierra,Burgos,Castilla y León
42.3775,LEON,1020,2737E,LAGUNAS DE SOMOZA,08123,-6.196666666666667,,Val de San Lorenzo,León,Castilla y León
42.599444444444444,LEON,912,2661B,LEÓN AEROPUERTO,08055,-5.6436111111111105,,San Andrés del Rabanedo,León,Castilla y León
42.58833333333334,LEON,912,2661,"LEÓN, VIRGEN DEL CAMINO",08055,-5.651111111111112,,San Andrés del Rabanedo,León,Castilla y León
43.06222222222222,LEON,1510,2630X,PUERTO DE SAN ISIDRO,08057,-5.376944444444444,,Puebla de Lillo,León,Castilla y León
40.793055555555554,MADRID,1894,2462,PUERTO DE NAVACERRADA,08215,-4.010555555555555,,Real Sitio de San Ildefonso,Segovia,Castilla y León
41.995555555555555,PALENCIA,874,2400E,AUTILLA DEL PINO,08072,-4.602777777777778,,Autilla del Pino,Palencia,Castilla y León
42.350833333333334,PALENCIA,830,2374X,CARRIÓN DE LOS CONDES,08068,-4.617222222222223,,Carrión de los Condes,Palencia,Castilla y León
42.870555555555555,PALENCIA,1140,2235U,CERVERA DE PISUERGA,08058,-4.52,,Cervera de Pisuerga,Palencia,Castilla y León
42.005,PALENCIA,750,2401,"PALENCIA, OBSERVATORIO",,-4.529166666666667,Palencia,Palencia,Palencia,Castilla y León
40.355000000000004,SALAMANCA,1960,2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",08205,-5.69,,Navacarros,Salamanca,Castilla y León
40.635,SALAMANCA,680,2946X,SAELICES EL CHICO,08195,-6.6,,Saelices el Chico,Salamanca,Castilla y León
40.95944444444445,SALAMANCA,790,2867,SALAMANCA AEROPUERTO,08202,-5.498333333333333,,Machacón,Salamanca,Castilla y León
40.9575,SALAMANCA,775,2870,SALAMANCA,08201,-5.662222222222223,Salamanca,Salamanca,Salamanca,Castilla y León
41.01138888888889,SALAMANCA,769,2916A,VITIGUDINO,08129,-6.437777777777778,Vitigudino,Vitigudino,Salamanca,Castilla y León
41.19194444444444,SEGOVIA,1798,2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",08143,-3.475277777777778,,Cerezo de Arriba,Segovia,Castilla y León
40.946666666666665,SEGOVIA,990,2465A,"SEGOVIA, INSTITUTO",,-4.115833333333333,Segovia,Segovia,Segovia,Castilla y León
40.945277777777775,SEGOVIA,1005,2465,SEGOVIA,08213,-4.126388888888888,Segovia,Segovia,Segovia,Castilla y León
41.775,SORIA,1082,2030,SORIA,08148,-2.4830555555555556,Soria,Soria,Soria,Castilla y León
41.325833333333335,VALLADOLID,740,2503X,OLMEDO,08142,-4.686944444444444,,Olmedo,Valladolid,Castilla y León
41.71194444444445,VALLADOLID,846,2539,VALLADOLID AEROPUERTO,08140,-4.855555555555555,,Villanubla,Valladolid,Castilla y León
41.64083333333333,VALLADOLID,735,2422,VALLADOLID,08141,-4.754444444444444,Valladolid,Valladolid,Valladolid,Castilla y León
42.01083333333333,ZAMORA,715,2755X,BENAVENTE,08056,-5.666666666666667,Benavente,Benavente,Zamora,Castilla y León
41.94138888888889,ZAMORA,850,2775X,VILLARDECIERVOS,08125,-6.279722222222222,,Villardeciervos,Zamora,
41.51555555555556,ZAMORA,656,2614,ZAMORA,08130,-5.735277777777778,Zamora,Zamora,Zamora,Castilla y León
40.28861111111111,AVILA,630,3391,SOTILLO DE LA ADRADA,08208,-4.590833333333333,,Sotillo de la Adrada,Ávila,Castilla y León
39.475833333333334,CACERES,459,3469,"CÁCERES, CIUDAD",,-6.376388888888888,Cáceres,Cáceres,Cáceres,Extremadura
39.47138888888889,CACERES,394,3469A,CÁCERES,08261,-6.338888888888889,,Cáceres,Cáceres,Extremadura
40.00361111111111,CACERES,313,3526X,CORIA,08251,-6.5575,,Coria,Cáceres,Extremadura
39.94583333333333,CACERES,269,3434X,NAVALMORAL DE LA MATA,08254,-5.5825,,Navalmoral de la Mata,Cáceres,Extremadura
40.043055555555554,CACERES,415,3519X,PLASENCIA,08252,-6.085833333333333,Plasencia,Plasencia,Cáceres,Extremadura
39.4825,CACERES,503,3463X,TRUJILLO,08263,-5.854166666666666,,Trujillo,Cáceres,Extremadura
39.414722222222224,CACERES,444,3576X,VALENCIA DE ALCÁNTARA,08260,-7.231111111111111,Valencia de Alcántara,Valencia de Alcántara,Cáceres,Extremadura
40.530277777777776,CUENCA,928,3044X,CAÑIZARES,08230,-2.15,,Cañizares,Cuenca,
40.01138888888889,CUENCA,808,3094B,TARANCÓN,08277,-3.0213888888888887,Tarancón,Tarancón,Cuenca,Castilla-La Mancha
40.659166666666664,GUADALAJARA,639,3168C,"GUADALAJARA, EL SERRANILLO",08226,-3.1733333333333333,,Guadalajara,Guadalajara,Castilla-La Mancha
40.63472222222222,GUADALAJARA,685,3168A,"GUADALAJARA, INSTITUTO",,-3.1666666666666665,Guadalajara,Guadalajara,Guadalajara,Castilla-La Mancha
40.63027777777778,GUADALAJARA,721,3168D,GUADALAJARA,08226,-3.15,Guadalajara,Guadalajara,Guadalajara,Castilla-La Mancha
40.84166666666667,GUADALAJARA,1062,3013,MOLINA DE ARAGÓN,08232,-1.8788888888888888,Molina de Aragón,Molina de Aragón,Guadalajara,Castilla-La Mancha
41.08638888888889,GUADALAJARA,1005,3130C,SIGÜENZA,08150,-2.618055555555556,,Sigüenza,Guadalajara,Castilla-La Mancha
40.06722222222223,MADRID,540,3100B,ARANJUEZ,08229,-3.546111111111111,,Aranjuez,Madrid,Comunidad de Madrid
41.00694444444444,MADRID,1030,3110C,BUITRAGO DEL LOZOYA,08146,-3.613611111111111,,Buitrago del Lozoya,Madrid,Comunidad de Madrid
40.69611111111111,MADRID,1004,3191E,COLMENAR VIEJO,08219,-3.765,Fanet,Colmenar Viejo,Madrid,Comunidad de Madrid
40.29944444444444,MADRID,620,3200,GETAFE,08224,-3.7222222222222223,,Getafe,Madrid,Comunidad de Madrid
40.46666666666667,MADRID,609,3129,MADRID AEROPUERTO,08221,-3.5555555555555554,,Madrid,Madrid,Comunidad de Madrid
40.45166666666667,MADRID,664,3194U,"MADRID, CIUDAD UNIVERSITARIA",08220,-3.7241666666666666,,Madrid,Madrid,Comunidad de Madrid
40.37555555555556,MADRID,690,3196,"MADRID, CUATRO VIENTOS",08223,-3.786111111111111,Madrid,Madrid,Madrid,Comunidad de Madrid
40.411944444444444,MADRID,667,3195,"MADRID, RETIRO",08222,-3.6780555555555554,Madrid,Madrid,Madrid,Comunidad de Madrid
40.70638888888889,MADRID,1532,3266A,PUERTO ALTO DEL LEÓN,08217,-4.141944444444444,,El Espinar,Segovia,Castilla y León
40.42777777777778,MADRID,763,3338,ROBLEDO DE CHAVELA,08212,-4.25,,Robledo de Chavela,Madrid,Comunidad de Madrid
41.135555555555555,MADRID,1450,3111D,SOMOSIERRA,08145,-3.5802777777777774,Somosierra,Somosierra,Madrid,Comunidad de Madrid
40.48861111111111,MADRID,607,3175,TORREJÓN DE ARDOZ,08227,-3.443611111111111,,Torrejón de Ardoz,Madrid,Comunidad de Madrid
39.54694444444444,TOLEDO,917,3298X,SAN PABLO DE LOS MONTES,08270,-4.350555555555555,,San Pablo de los Montes,Toledo,Castilla-La Mancha
39.95861111111111,TOLEDO,372,3365A,TALAVERA DE LA REINA,08274,-4.863611111111111,,Talavera de la Reina,Toledo,Castilla-La Mancha
39.85944444444445,TOLEDO,540,3259,"TOLEDO, LORENZANA",,-4.025555555555555,Toledo,Toledo,Toledo,Castilla-La Mancha
39.88472222222222,TOLEDO,515,3260B,TOLEDO,08272,-4.045277777777778,,Toledo,Toledo,Castilla-La Mancha
38.88333333333333,BADAJOZ,185,4452,BADAJOZ AEROPUERTO,08330,-6.813888888888889,,Badajoz,Badajoz,Extremadura
38.955555555555556,BADAJOZ,273,4358X,DON BENITO,08333,-5.880555555555556,Don Benito,Don Benito,Badajoz,Extremadura
39.169444444444444,BADAJOZ,447,4244X,HERRERA DEL DUQUE,08264,-5.062222222222222,,Herrera del Duque,Badajoz,Extremadura
38.29861111111111,BADAJOZ,381,4511C,JEREZ DE LOS CABALLEROS,08337,-6.765,,Jerez de los Caballeros,Badajoz,Extremadura
38.23166666666667,BADAJOZ,655,4386B,LLERENA,08336,-6.016944444444444,,Llerena,Badajoz,Extremadura
38.91583333333333,BADAJOZ,228,4410X,MÉRIDA,08331,-6.385555555555556,Mérida,Mérida,Badajoz,Extremadura
38.98777777777778,CIUDAD REAL,627,4121C,"CIUDAD REAL, INSTITUTO",,-3.9291666666666667,Ciudad Real,Ciudad Real,Ciudad Real,Castilla-La Mancha
38.98916666666667,CIUDAD REAL,628,4121,CIUDAD REAL,08348,-3.9202777777777778,Ciudad Real,Ciudad Real,Ciudad Real,Castilla-La Mancha
39.08861111111111,CIUDAD REAL,486,4220X,PUEBLA DE DON RODRIGO,08271,-4.616388888888888,Puebla de Don Rodrigo,Puebla de Don Rodrigo,Ciudad Real,Castilla-La Mancha
39.16916666666666,CIUDAD REAL,662,4103X,TOMELLOSO,08276,-3.0075,,Tomelloso,Ciudad Real,Castilla-La Mancha
38.75055555555556,CIUDAD REAL,700,4147X,VALDEPEÑAS,08351,-3.391388888888889,Valdepeñas,Valdepeñas,Ciudad Real,Castilla-La Mancha
38.518055555555556,CIUDAD REAL,804,4148,VISO DEL MARQUÉS,08345,-3.5666666666666664,Viso del Marqués,Viso del Marqués,Ciudad Real,Castilla-La Mancha
38.49861111111111,CORDOBA,551,4267X,HINOJOSA DEL DUQUE,08335,-5.1211111111111105,,Hinojosa del Duque,Córdoba,Andalucía
39.416666666666664,CUENCA,728,4090Y,SAN CLEMENTE,08256,-2.4205555555555556,,San Clemente,Cuenca,Castilla-La Mancha
37.868611111111115,HUELVA,572,4560Y,ALAJAR,08380,-6.675000000000001,,Alájar,Huelva,Andalucía
37.19472222222222,HUELVA,2,4549Y,AYAMONTE,08381,-7.3950000000000005,,Ayamonte,Huelva,Andalucía
37.27833333333333,HUELVA,19,4642E,"HUELVA, RONDA ESTE",08383,-6.911666666666667,,Huelva,Huelva,Andalucía
37.25666666666667,HUELVA,17,4605,HUELVA,,-6.949722222222222,Huelva,Huelva,Huelva,Andalucía
39.49194444444444,TOLEDO,690,4067,MADRIDEJOS,08273,-3.5283333333333333,,Madridejos,Toledo,Castilla-La Mancha
39.597500000000004,TOLEDO,691,4061X,QUINTANAR DE LA ORDEN,08275,-3.0469444444444442,Quintanar de la Orden,Quintanar de la Orden,Toledo,Castilla-La Mancha
36.499722222222225,CADIZ,2,5973,CÁDIZ,08452,-6.257777777777778,Cádiz,Cádiz,Cádiz,Andalucía
36.760555555555555,CADIZ,913,5911A,GRAZALEMA,08455,-5.3741666666666665,,Grazalema,Cádiz,Andalucía
36.75055555555556,CADIZ,27,5960,JEREZ DE LA FRONTERA AEROPUERTO,08451,-6.055833333333333,,Jerez de la Frontera,Cádiz,Andalucía
36.638888888888886,CADIZ,21,5910,"ROTA, BASE NAVAL",08449,-6.3325,,Rota,Cádiz,Andalucía
36.46555555555556,CADIZ,28,5972X,SAN FERNANDO,08453,-6.205555555555556,San Fernando,San Fernando,Cádiz,Andalucía
36.245555555555555,CADIZ,186,5995B,VEJER DE LA FRONTERA,08457,-5.965,Vejer de la Frontera,Vejer de la Frontera,Cádiz,Andalucía
35.89555555555555,CEUTA,200,5000A,"CEUTA, MONTE HACHO",,-5.292222222222222,,Ceuta,Ceuta,Ciudad Autónoma de Ceuta
35.88861111111111,CEUTA,87,5000C,CEUTA,60320,-5.3469444444444445,,Ceuta,Ceuta,Ciudad Autónoma de Ceuta
37.848888888888894,CORDOBA,90,5402,CÓRDOBA AEROPUERTO,08410,-4.846666666666667,,Córdoba,Córdoba,Andalucía
37.55611111111111,CORDOBA,650,5427X,DOÑA MENCÍA,08412,-4.353888888888888,,Doña Mencía,Córdoba,Andalucía
38.33305555555556,CORDOBA,750,5390Y,VILLANUEVA DE CÓRDOBA,08346,-4.608888888888888,,Villanueva de Córdoba,Córdoba,Andalucía
37.505833333333335,GRANADA,785,5047E,BAZA,08424,-2.735,,Baza,Granada,Andalucía
37.189722222222215,GRANADA,567,5530E,GRANADA AEROPUERTO,08419,-3.7894444444444444,,Chauchina,Granada,Andalucía
37.13722222222222,GRANADA,687,5514,GRANADA BASE AÉREA,08420,-3.631388888888889,,Alhendín,Granada,Andalucía
37.861111111111114,GRANADA,1092,5051X,HUÉSCAR,08423,-2.6527777777777777,,Huéscar,Granada,Andalucía
37.16111111111111,GRANADA,760,5582A,LOJA,08414,-4.152777777777779,,Loja,Granada,Andalucía
37.09805555555556,HUELVA,41,5860E,"MOGUER, EL ARENOSILLO",08384,-6.7380555555555555,,Moguer,Huelva,Andalucía
38.02305555555555,JAEN,202,5298X,ANDÚJAR,08347,-4.0633333333333335,,Andújar,Jaén,Andalucía
38.31472222222222,JAEN,580,5181D,ARROYO DEL OJANCO,08352,-2.8897222222222223,,Arroyo del Ojanco,Jaén,Andalucía
37.91583333333333,JAEN,782,5038X,CAZORLA,08353,-3.003888888888889,Cazorla,Cazorla,Jaén,Andalucía
37.77638888888889,JAEN,510,5270,"JAÉN, INSTITUTO",,-3.7888888888888888,Jaén,Jaén,Jaén,Andalucía
37.777499999999996,JAEN,580,5270B,JAÉN,08417,-3.8088888888888888,Jaén,Jaén,Jaén,Andalucía
38.34444444444445,JAEN,770,5246,SANTA ELENA,08350,-3.5352777777777775,Santa Elena,Santa Elena,Jaén,Andalucía
38.48916666666667,JAEN,862,5192,VILLARRODRIGO,08354,-2.6375,Villarrodrigo,Villarrodrigo,Jaén,Andalucía
37.92638888888889,SEVILLA,550,5704B,CAZALLA DE LA SIERRA,08392,-5.769722222222222,,Cazalla de la Sierra,Sevilla,Andalucía
37.51611111111111,SEVILLA,130,5641X,ÉCIJA,08395,-5.085,,Écija,Sevilla,Andalucía
37.19444444444444,SEVILLA,410,5612B,LA RODA DE ANDALUCÍA,08399,-4.77,,La Roda de Andalucía,Sevilla,Andalucía
37.16444444444444,SEVILLA,87,5796,MORÓN DE LA FRONTERA,08397,-5.6113888888888885,,Arahal,Sevilla,Andalucía
37.416666666666664,SEVILLA,34,5783,SEVILLA AEROPUERTO,08391,-5.879166666666667,,Sevilla,Sevilla,Andalucía
37.14138888888889,ALMERIA,869,6302A,ABLA,08427,-2.779722222222222,Abla,Abla,Almería,Andalucía
36.74722222222222,ALMERIA,8,6277B,ADRA,08486,-3.0205555555555557,Adra,Adra,Almería,Andalucía
35.93833333333333,ALMERIA,15,6381,ALBORÁN,08490,-3.036111111111111,,Almería,Almería,Andalucía
36.84638888888889,ALMERIA,21,6325O,ALMERÍA AEROPUERTO,08487,-2.3569444444444447,,Almería,Almería,Andalucía
36.83111111111111,ALMERIA,7,6297,ALMERÍA,,-2.4555555555555557,Almería,Almería,Almería,Andalucía
36.98027777777778,ALMERIA,16,6332X,CARBONERAS,08488,-1.903611111111111,,Carboneras,Almería,Andalucía
37.39055555555556,ALMERIA,300,6367B,HUÉRCAL-OVERA,08428,-1.9436111111111112,Huércal-Overa,Huércal-Overa,Almería,Andalucía
36.68694444444444,ALMERIA,3,6293X,ROQUETAS DE MAR,08492,-2.7016666666666667,,El Ejido,Almería,Andalucía
36.013888888888886,CADIZ,32,6001,TARIFA,08458,-5.598888888888888,,Tarifa,Cádiz,Andalucía
36.72277777777778,GRANADA,12,6268X,MOTRIL,08485,-3.5302777777777776,El Varadero,Motril,Granada,Andalucía
37.029444444444444,MALAGA,408,6106X,ANTEQUERA,08413,-4.748333333333333,,Antequera,Málaga,Andalucía
36.41694444444444,MALAGA,19,6058I,ESTEPONA,08463,-5.155,Estepona,Estepona,Málaga,Andalucía
36.53861111111111,MALAGA,8,6084X,FUENGIROLA,08480,-4.618333333333334,,Fuengirola,Málaga,Andalucía
36.66611111111111,MALAGA,5,6155A,MÁLAGA AEROPUERTO,08482,-4.482222222222222,,Málaga,Málaga,Andalucía
36.717777777777776,MALAGA,54,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",08481,-4.4816666666666665,Málaga,Málaga,Málaga,Andalucía
36.71666666666667,MALAGA,25,6172O,"MÁLAGA, PUERTO",08479,-4.419722222222222,Málaga,Málaga,Málaga,Andalucía
36.749722222222225,MALAGA,766,6032B,RONDA,08443,-5.168333333333334,Ronda,Ronda,Málaga,Andalucía
36.72638888888889,MALAGA,3,6205X,TORROX,08484,-3.957222222222222,Torrox-Costa,Torrox,Málaga,Andalucía
35.27638888888889,MELILLA,52,6000A,MELILLA,60338,-2.956388888888889,Melilla,Melilla,Melilla,Ciudad Autónoma de Melilla
38.54194444444444,ALBACETE,646,7096B,HELLÍN,08355,-1.7030555555555555,,Hellín,Albacete,Castilla-La Mancha
38.39972222222222,ALICANTE,575,7247X,PINOSO ,08357,-1.0380555555555557,Pinoso,Pinoso,Alicante,Comunidad Valenciana
37.41722222222222,MURCIA,26,7002Y,ÁGUILAS,08432,-1.5869444444444445,Águilas,Águilas,Murcia,Región de Murcia
37.95777777777778,MURCIA,75,7228,"ALCANTARILLA, BASE AÉREA",08429,-1.2286111111111113,,Murcia,Murcia,Región de Murcia
38.1025,MURCIA,643,7119B,CARAVACA DE LA CRUZ,08365,-1.8772222222222223,,Caravaca de la Cruz,Murcia,Región de Murcia
37.60111111111111,MURCIA,17,7012C,CARTAGENA,08434,-0.9877777777777778,Cartagena,Cartagena,Murcia,Región de Murcia
38.23277777777778,MURCIA,265,7145D,CIEZA,08363,-1.3805555555555555,,Cieza,Murcia,Región de Murcia
37.65472222222222,MURCIA,312,7209,LORCA,08426,-1.6872222222222222,,Lorca,Murcia,Región de Murcia
38.00194444444445,MURCIA,61,7178I,MURCIA,08430,-1.1708333333333334,Guadalupe de Maciascoque,Murcia,Murcia,Región de Murcia
37.788888888888884,MURCIA,4,7031,SAN JAVIER AEROPUERTO,08433,-0.8033333333333333,,San Javier,Murcia,Región de Murcia
37.77833333333333,MURCIA,4,7031X,SAN JAVIER AEROPUERTO,08433,-0.8058333333333334,,San Javier,Murcia,Región de Murcia
38.60166666666667,MURCIA,640,7275C,YECLA,08356,-1.159722222222222,,Yecla,Murcia,Región de Murcia
38.95416666666667,ALBACETE,702,8175,ALBACETE BASE AÉREA,08280,-1.856388888888889,,Albacete,Albacete,Castilla-La Mancha
39.00555555555555,ALBACETE,676,8178D,ALBACETE,08279,-1.8622222222222222,Albacete,Albacete,Albacete,Castilla-La Mancha
38.93583333333333,ALBACETE,880,8177A,CHINCHILLA,08278,-1.66,,Chinchilla de Monte-Aragón,Albacete,Castilla-La Mancha
